date,rank,title,author,last_week,peak,total_week
2021-12-05,52,Cold As You,Luke Combs,46,32,18
2021-12-05,53,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",48,17,8
2021-12-05,54,Buy Dirt,Jordan Davis Featuring Luke Bryan,35,30,17
2021-12-05,55,Super Gremlin,Kodak Black,63,55,4
2021-12-05,56,Pepas,Farruko,47,25,19
2021-12-05,57,You Should Probably Leave,Chris Stapleton,52,39,22
2021-12-05,58,By Your Side,Rod Wave,NEW,Rod Wave,-
2021-12-05,59,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,60,53,10
2021-12-05,60,Same Boat,Zac Brown Band,54,48,11
2021-12-05,61,Whiskey And Rain,Michael Ray,67,61,9
2021-12-05,62,Have Mercy,Chloe,57,28,12
2021-12-05,63,Wild Side,Normani Featuring Cardi B,58,14,20
2021-12-05,64,Sand In My Boots,Morgan Wallen,62,32,20
2021-12-05,65,One Mississippi,Kane Brown,59,59,10
2021-12-05,66,Knowing You,Kenny Chesney,69,57,16
2021-12-05,67,My Little Love,Adele,23,23,2
2021-12-05,68,Family Ties,Baby Keem & Kendrick Lamar,64,18,14
2021-12-05,69,Enemy,Imagine Dragons X JID,85,69,2
2021-12-05,70,Gyalis,Capella Grey,65,38,18
2021-12-05,71,Big Energy,Latto,72,71,6
2021-12-05,72,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,71,22,14
2021-12-05,73,No Love,Summer Walker & SZA,66,13,4
2021-12-05,74,Can I Get It,Adele,26,26,2
2021-12-05,75,Already Dead,Juice WRLD,61,20,3
2021-12-05,76,I Drink Wine,Adele,18,18,2
2021-12-05,77,Pick Out A Christmas Tree,Dan + Shay,NEW,Dan + Shay,-
2021-12-05,78,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,74,45,3
2021-12-05,79,Tequila Little Time,Jon Pardi,75,68,8
2021-12-05,80,Freedom Was A Highway,Jimmie Allen & Brad Paisley,76,76,8
2021-12-05,81,Just About Over You,Priscilla Block,"RE-
ENTRY",Priscilla Block,-
2021-12-05,82,Christmas Tree Farm (Old Timey Version),Taylor Swift,NEW,Taylor Swift,-
2021-12-05,83,Bubbly,Young Thug With Drake & Travis Scott,79,20,7
2021-12-05,84,Bad Man (Smooth Criminal),Polo G,68,49,3
2021-12-05,85,For Tonight,Giveon,83,80,9
2021-12-05,86,Fair Trade,Drake Featuring Travis Scott,78,3,13
2021-12-05,87,Poke It Out,Wale Featuring J. Cole,91,79,5
2021-12-05,88,'Til You Can't,Cody Johnson,77,65,8
2021-12-05,89,Scorpio,Moneybagg Yo,"RE-
ENTRY",Moneybagg Yo,-
2021-12-05,90,Woman,Doja Cat,80,62,18
2021-12-05,91,Memory I Don't Mess With,Lee Brice,87,33,18
2021-12-05,92,Heart On Fire,Eric Church,89,89,2
2021-12-05,93,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,92,87,5
2021-12-05,94,Moth To A Flame,Swedish House Mafia & The Weeknd,84,27,6
2021-12-05,95,Always Been You,Jessie Murph,NEW,Jessie Murph,-
2021-12-05,96,Who's In Your Head,Jonas Brothers,98,92,6
2021-12-05,97,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",95,56,17
2021-12-05,98,Maybach,42 Dugg Featuring Future,94,68,9
2021-12-05,99,Volvi,Aventura x Bad Bunny,93,22,17
2021-12-05,100,Ex For A Reason,Summer Walker & JT,90,33,5
2021-12-12,1,Easy On Me,Adele,1,1,9
2021-12-12,2,All I Want For Christmas Is You,Mariah Carey,3,1,48
2021-12-12,3,Rockin' Around The Christmas Tree,Brenda Lee,4,2,42
2021-12-12,4,Stay,The Kid LAROI & Justin Bieber,2,1,22
2021-12-12,5,A Holly Jolly Christmas,Burl Ives,7,4,23
2021-12-12,6,Jingle Bell Rock,Bobby Helms,5,3,39
2021-12-12,7,I Hate U,SZA,NEW,SZA,-
2021-12-12,8,Industry Baby,Lil Nas X & Jack Harlow,6,1,20
2021-12-12,9,Heat Waves,Glass Animals,8,7,47
2021-12-12,10,It's The Most Wonderful Time Of The Year,Andy Williams,11,5,24
2021-12-12,11,Shivers,Ed Sheeran,9,5,13
2021-12-12,12,Need To Know,Doja Cat,10,8,26
2021-12-12,13,Last Christmas,Wham!,15,9,22
2021-12-12,14,Feliz Navidad,Jose Feliciano,16,6,17
2021-12-12,15,abcdefu,GAYLE,24,15,3
2021-12-12,16,Bad Habits,Ed Sheeran,12,2,24
2021-12-12,17,Sleigh Ride,The Ronettes,19,13,13
2021-12-12,18,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,22,8,16
2021-12-12,19,Cold Heart (PNAU Remix),Elton John & Dua Lipa,13,11,14
2021-12-12,20,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",18,11,29
2021-12-12,21,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,"RE-
ENTRY",Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,-
2021-12-12,22,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),14,5,5
2021-12-12,23,Super Gremlin,Kodak Black,55,23,5
2021-12-12,24,Underneath The Tree,Kelly Clarkson,27,12,12
2021-12-12,25,Christmas (Baby Please Come Home),Darlene Love,17,17,9
2021-12-12,26,Happy Holiday / The Holiday Season,Andy Williams,30,18,10
2021-12-12,27,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,35,16,14
2021-12-12,28,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,25,12,22
2021-12-12,29,Good 4 U,Olivia Rodrigo,26,1,30
2021-12-12,30,Santa Tell Me,Ariana Grande,36,17,10
2021-12-12,31,Fancy Like,Walker Hayes,23,3,25
2021-12-12,32,It's Beginning To Look A Lot Like Christmas,Michael Buble,20,20,7
2021-12-12,33,You Right,Doja Cat & The Weeknd,29,11,24
2021-12-12,34,Run Rudolph Run,Chuck Berry,40,10,11
2021-12-12,35,Essence,Wizkid Featuring Justin Bieber & Tems,28,9,23
2021-12-12,36,Kiss Me More,Doja Cat Featuring SZA,34,3,35
2021-12-12,37,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,46,22,9
2021-12-12,38,One Right Now,Post Malone & The Weeknd,33,6,5
2021-12-12,39,Way 2 Sexy,Drake Featuring Future & Young Thug,31,1,14
2021-12-12,40,Ghost,Justin Bieber,39,32,11
2021-12-12,41,Save Your Tears,The Weeknd & Ariana Grande,38,1,52
2021-12-12,42,All Too Well (Taylor's Version),Taylor Swift,21,1,4
2021-12-12,43,Beggin',Maneskin,32,13,24
2021-12-12,44,Knife Talk,Drake Featuring 21 Savage & Project Pat,41,4,14
2021-12-12,45,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,49,30,17
2021-12-12,46,Happier Than Ever,Billie Eilish,44,11,19
2021-12-12,47,Oh My God,Adele,37,5,3
2021-12-12,48,Love Nwantiti (Ah Ah Ah),CKay,47,31,12
2021-12-12,49,Wandered To LA.,Juice WRLD & Justin Bieber,NEW,Juice WRLD & Justin Bieber,-
2021-12-12,50,Thats What I Want,Lil Nas X,43,10,12
2021-12-12,51,Better Days,NEIKED X Mae Muller X Polo G,45,29,8
2021-12-12,52,If I Didn't Love You,Jason Aldean & Carrie Underwood,42,15,20
2021-12-12,53,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,48,21,13
2021-12-12,54,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",53,17,9
2021-12-12,55,Girls Want Girls,Drake Featuring Lil Baby,50,2,14
2021-12-12,56,Buy Dirt,Jordan Davis Featuring Luke Bryan,54,30,18
2021-12-12,57,Cold As You,Luke Combs,52,32,19
2021-12-12,58,You Should Probably Leave,Chris Stapleton,57,39,23
2021-12-12,59,My Universe,Coldplay x BTS,51,1,11
2021-12-12,60,Pepas,Farruko,56,25,20
2021-12-12,61,By Your Side,Rod Wave,58,58,2
2021-12-12,62,Sand In My Boots,Morgan Wallen,64,32,21
2021-12-12,63,Have Mercy,Chloe,62,28,13
2021-12-12,64,Woman,Doja Cat,90,62,19
2021-12-12,65,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,59,53,11
2021-12-12,66,Don't Play,Polo G Featuring Lil Baby,NEW,Polo G Featuring Lil Baby,-
2021-12-12,67,Whiskey And Rain,Michael Ray,61,61,10
2021-12-12,68,One Mississippi,Kane Brown,65,59,11
2021-12-12,69,Big Energy,Latto,71,69,7
2021-12-12,70,Bad Man (Smooth Criminal),Polo G,84,49,4
2021-12-12,71,Enemy,Imagine Dragons X JID,69,69,3
2021-12-12,72,Merry Christmas,Ed Sheeran & Elton John,NEW,Ed Sheeran & Elton John,-
2021-12-12,73,Same Boat,Zac Brown Band,60,48,12
2021-12-12,74,Christmas Tree Farm (Old Timey Version),Taylor Swift,82,74,2
2021-12-12,75,Knowing You,Kenny Chesney,66,57,17
2021-12-12,76,Family Ties,Baby Keem & Kendrick Lamar,68,18,15
2021-12-12,77,Gyalis,Capella Grey,70,38,19
2021-12-12,78,No Love,Summer Walker & SZA,73,13,5
2021-12-12,79,Pick Out A Christmas Tree,Dan + Shay,77,77,2
2021-12-12,80,Too Easy,Gunna & Future,"RE-
ENTRY",Gunna & Future,-
2021-12-12,81,'Til You Can't,Cody Johnson,88,65,9
2021-12-12,82,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,78,45,4
2021-12-12,83,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,72,22,15
2021-12-12,84,Tequila Little Time,Jon Pardi,79,68,9
2021-12-12,85,For Tonight,Giveon,85,80,10
2021-12-12,86,Me Or Sum,"Nardo Wick, Lil Baby & Future",NEW,"Nardo Wick, Lil Baby & Future",-
2021-12-12,87,Young N Dumb,Polo G,NEW,Polo G,-
2021-12-12,88,Freedom Was A Highway,Jimmie Allen & Brad Paisley,80,76,9
2021-12-12,89,Fair Trade,Drake Featuring Travis Scott,86,3,14
2021-12-12,90,Scorpio,Moneybagg Yo,89,87,3
2021-12-12,91,Bubbly,Young Thug With Drake & Travis Scott,83,20,8
2021-12-12,92,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,93,87,6
2021-12-12,93,Just About Over You,Priscilla Block,81,81,6
2021-12-12,94,Start Up Again,Polo G Featuring Moneybagg Yo,NEW,Polo G Featuring Moneybagg Yo,-
2021-12-12,95,Heart On Fire,Eric Church,92,89,3
2021-12-12,96,Memory I Don't Mess With,Lee Brice,91,33,19
2021-12-12,97,I'll Be Home For Christmas,Camila Cabello,NEW,Camila Cabello,-
2021-12-12,98,Mercedes,Brent Faiyaz,NEW,Brent Faiyaz,-
2021-12-12,99,Poke It Out,Wale Featuring J. Cole,87,79,6
2021-12-12,100,Partin Ways,Polo G,NEW,Polo G,-
2021-12-19,1,All I Want For Christmas Is You,Mariah Carey,2,1,49
2021-12-19,2,Rockin' Around The Christmas Tree,Brenda Lee,3,2,43
2021-12-19,3,Easy On Me,Adele,1,1,10
2021-12-19,4,Jingle Bell Rock,Bobby Helms,6,3,40
2021-12-19,5,A Holly Jolly Christmas,Burl Ives,5,4,24
2021-12-19,6,Stay,The Kid LAROI & Justin Bieber,4,1,23
2021-12-19,7,It's The Most Wonderful Time Of The Year,Andy Williams,10,5,25
2021-12-19,8,Heat Waves,Glass Animals,9,7,48
2021-12-19,9,Last Christmas,Wham!,13,9,23
2021-12-19,10,Industry Baby,Lil Nas X & Jack Harlow,8,1,21
2021-12-19,11,Feliz Navidad,Jose Feliciano,14,6,18
2021-12-19,12,Shivers,Ed Sheeran,11,5,14
2021-12-19,13,Sleigh Ride,The Ronettes,17,13,14
2021-12-19,14,Need To Know,Doja Cat,12,8,27
2021-12-19,15,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",20,11,30
2021-12-19,16,abcdefu,GAYLE,15,15,4
2021-12-19,17,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,18,8,17
2021-12-19,18,Underneath The Tree,Kelly Clarkson,24,12,13
2021-12-19,19,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,21,12,10
2021-12-19,20,Super Gremlin,Kodak Black,23,20,6
2021-12-19,21,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,27,16,15
2021-12-19,22,Happy Holiday / The Holiday Season,Andy Williams,26,18,11
2021-12-19,23,Cold Heart (PNAU Remix),Elton John & Dua Lipa,19,11,15
2021-12-19,24,Santa Tell Me,Ariana Grande,30,17,11
2021-12-19,25,Christmas (Baby Please Come Home),Darlene Love,25,17,10
2021-12-19,26,Bad Habits,Ed Sheeran,16,2,25
2021-12-19,27,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,28,12,23
2021-12-19,28,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,37,22,10
2021-12-19,29,Girl Of My Dreams,Juice WRLD & SUGA,NEW,Juice WRLD & SUGA,-
2021-12-19,30,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),22,5,6
2021-12-19,31,I Hate U,SZA,7,7,2
2021-12-19,32,Run Rudolph Run,Chuck Berry,34,10,12
2021-12-19,33,Good 4 U,Olivia Rodrigo,29,1,31
2021-12-19,34,Burn,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,35,Fancy Like,Walker Hayes,31,3,26
2021-12-19,36,It's Beginning To Look A Lot Like Christmas,Michael Buble,32,20,8
2021-12-19,37,Ghost,Justin Bieber,40,32,12
2021-12-19,38,One Right Now,Post Malone & The Weeknd,38,6,6
2021-12-19,39,Essence,Wizkid Featuring Justin Bieber & Tems,35,9,24
2021-12-19,40,You Right,Doja Cat & The Weeknd,33,11,25
2021-12-19,41,Wonderful Christmastime,Paul McCartney,"RE-
ENTRY",Paul McCartney,-
2021-12-19,42,Kiss Me More,Doja Cat Featuring SZA,36,3,36
2021-12-19,43,Happier Than Ever,Billie Eilish,46,11,20
2021-12-19,44,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,"RE-
ENTRY",Thurl Ravenscroft,-
2021-12-19,45,Thats What I Want,Lil Nas X,50,10,13
2021-12-19,46,Way 2 Sexy,Drake Featuring Future & Young Thug,39,1,15
2021-12-19,47,Love Nwantiti (Ah Ah Ah),CKay,48,31,13
2021-12-19,48,Knife Talk,Drake Featuring 21 Savage & Project Pat,44,4,15
2021-12-19,49,Mistletoe,Justin Bieber,"RE-
ENTRY",Justin Bieber,-
2021-12-19,50,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,NEW,Eartha Kitt With Henri Rene And His Orchestra,-
2021-12-19,51,Oh My God,Adele,47,5,4
2021-12-19,52,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,45,30,18
2021-12-19,53,Better Days,NEIKED X Mae Muller X Polo G,51,29,9
2021-12-19,54,Already Dead,Juice WRLD,"RE-
ENTRY",Juice WRLD,-
2021-12-19,55,Wandered To LA.,Juice WRLD & Justin Bieber,49,49,2
2021-12-19,56,Feline,"Juice WRLD, Polo G & Trippie Redd",NEW,"Juice WRLD, Polo G & Trippie Redd",-
2021-12-19,57,Buy Dirt,Jordan Davis Featuring Luke Bryan,56,30,19
2021-12-19,58,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,53,21,14
2021-12-19,59,All Too Well (Taylor's Version),Taylor Swift,42,1,5
2021-12-19,60,Girls Want Girls,Drake Featuring Lil Baby,55,2,15
2021-12-19,61,You Should Probably Leave,Chris Stapleton,58,39,24
2021-12-19,62,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",54,17,10
2021-12-19,63,Rockstar In His Prime,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,64,You Wouldn't Understand,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,65,Whiskey And Rain,Michael Ray,67,61,11
2021-12-19,66,Merry Christmas,Ed Sheeran & Elton John,72,66,2
2021-12-19,67,Sand In My Boots,Morgan Wallen,62,32,22
2021-12-19,68,Enemy,Imagine Dragons X JID,71,68,4
2021-12-19,69,By Your Side,Rod Wave,61,58,3
2021-12-19,70,Have Mercy,Chloe,63,28,14
2021-12-19,71,Big Energy,Latto,69,69,8
2021-12-19,72,Cold As You,Luke Combs,57,32,20
2021-12-19,73,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,65,53,12
2021-12-19,74,My Universe,Coldplay x BTS,59,1,12
2021-12-19,75,Doom,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,76,Go Hard,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,77,One Mississippi,Kane Brown,68,59,12
2021-12-19,78,Woman,Doja Cat,64,62,20
2021-12-19,79,Pick Out A Christmas Tree,Dan + Shay,79,77,3
2021-12-19,80,Not Enough,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,81,Christmas Tree Farm (Old Timey Version),Taylor Swift,74,74,3
2021-12-19,82,Man In The Mirror,A Boogie Wit da Hoodie,NEW,A Boogie Wit da Hoodie,-
2021-12-19,83,I'll Be Home For Christmas,Camila Cabello,97,83,2
2021-12-19,84,Knowing You,Kenny Chesney,75,57,18
2021-12-19,85,To Be Loved By You,Parker McCollum,"RE-
ENTRY",Parker McCollum,-
2021-12-19,86,From My Window,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,87,Relocate,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,88,'Til You Can't,Cody Johnson,81,65,10
2021-12-19,89,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,82,45,5
2021-12-19,90,Tequila Little Time,Jon Pardi,84,68,10
2021-12-19,91,For Tonight,Giveon,85,80,11
2021-12-19,92,Same Boat,Zac Brown Band,73,48,13
2021-12-19,93,Family Ties,Baby Keem & Kendrick Lamar,76,18,16
2021-12-19,94,Scorpio,Moneybagg Yo,90,87,4
2021-12-19,95,Freedom Was A Highway,Jimmie Allen & Brad Paisley,88,76,10
2021-12-19,96,No Love,Summer Walker & SZA,78,13,6
2021-12-19,97,Bad Man (Smooth Criminal),Polo G,70,49,5
2021-12-19,98,Feel Alone,Juice WRLD,NEW,Juice WRLD,-
2021-12-19,99,Heart On Fire,Eric Church,95,89,4
2021-12-19,100,Bubbly,Young Thug With Drake & Travis Scott,91,20,9
2021-12-26,1,All I Want For Christmas Is You,Mariah Carey,1,1,50
2021-12-26,2,Rockin' Around The Christmas Tree,Brenda Lee,2,2,44
2021-12-26,3,Jingle Bell Rock,Bobby Helms,4,3,41
2021-12-26,4,A Holly Jolly Christmas,Burl Ives,5,4,25
2021-12-26,5,Easy On Me,Adele,3,1,11
2021-12-26,6,It's The Most Wonderful Time Of The Year,Andy Williams,7,5,26
2021-12-26,7,Last Christmas,Wham!,9,7,24
2021-12-26,8,Feliz Navidad,Jose Feliciano,11,6,19
2021-12-26,9,Stay,The Kid LAROI & Justin Bieber,6,1,24
2021-12-26,10,Sleigh Ride,The Ronettes,13,10,15
2021-12-26,11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,11,31
2021-12-26,12,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,17,8,18
2021-12-26,13,Underneath The Tree,Kelly Clarkson,18,12,14
2021-12-26,14,Broadway Girls,Lil Durk Featuring Morgan Wallen,NEW,Lil Durk Featuring Morgan Wallen,-
2021-12-26,15,Heat Waves,Glass Animals,8,7,49
2021-12-26,16,Christmas (Baby Please Come Home),Darlene Love,25,16,11
2021-12-26,17,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,19,12,11
2021-12-26,18,Santa Tell Me,Ariana Grande,24,17,12
2021-12-26,19,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,21,16,16
2021-12-26,20,Happy Holiday / The Holiday Season,Andy Williams,22,18,12
2021-12-26,21,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,27,12,24
2021-12-26,22,Industry Baby,Lil Nas X & Jack Harlow,10,1,22
2021-12-26,23,Shivers,Ed Sheeran,12,5,15
2021-12-26,24,Need To Know,Doja Cat,14,8,28
2021-12-26,25,Run Rudolph Run,Chuck Berry,32,10,13
2021-12-26,26,Super Gremlin,Kodak Black,20,20,7
2021-12-26,27,abcdefu,GAYLE,16,15,5
2021-12-26,28,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,28,22,11
2021-12-26,29,Cold Heart (PNAU Remix),Elton John & Dua Lipa,23,11,16
2021-12-26,30,It's Beginning To Look A Lot Like Christmas,Michael Buble,36,20,9
2021-12-26,31,Bad Habits,Ed Sheeran,26,2,26
2021-12-26,32,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),30,5,7
2021-12-26,33,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,"RE-
ENTRY",Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,-
2021-12-26,34,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,44,32,4
2021-12-26,35,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,50,35,2
2021-12-26,36,Wonderful Christmastime,Paul McCartney,41,28,6
2021-12-26,37,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,NEW,Vince Guaraldi Trio,-
2021-12-26,38,Good 4 U,Olivia Rodrigo,33,1,32
2021-12-26,39,Ghost,Justin Bieber,37,32,13
2021-12-26,40,Please Come Home For Christmas,Eagles,"RE-
ENTRY",Eagles,-
2021-12-26,41,Santa Claus Is Comin' To Town,Jackson 5,"RE-
ENTRY",Jackson 5,-
2021-12-26,42,I Hate U,SZA,31,7,3
2021-12-26,43,Little Saint Nick,The Beach Boys,"RE-
ENTRY",The Beach Boys,-
2021-12-26,44,Mistletoe,Justin Bieber,49,11,12
2021-12-26,45,Fancy Like,Walker Hayes,35,3,27
2021-12-26,46,Deck The Halls,Nat King Cole,"RE-
ENTRY",Nat King Cole,-
2021-12-26,47,Have Yourself A Merry Little Christmas,Michael Buble,"RE-
ENTRY",Michael Buble,-
2021-12-26,48,Christmastime Is Here,Vince Guaraldi Trio,NEW,Vince Guaraldi Trio,-
2021-12-26,49,Thats What I Want,Lil Nas X,45,10,14
2021-12-26,50,One Right Now,Post Malone & The Weeknd,38,6,7
2021-12-26,51,Happier Than Ever,Billie Eilish,43,11,21
2021-12-26,52,Love Nwantiti (Ah Ah Ah),CKay,47,31,14
2021-12-26,53,Knife Talk,Drake Featuring 21 Savage & Project Pat,48,4,16
2021-12-26,54,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,52,30,19
2021-12-26,55,Merry Christmas,Ed Sheeran & Elton John,66,55,3
2021-12-26,56,Better Days,NEIKED X Mae Muller X Polo G,53,29,10
2021-12-26,57,Oh My God,Adele,51,5,5
2021-12-26,58,Way 2 Sexy,Drake Featuring Future & Young Thug,46,1,16
2021-12-26,59,Buy Dirt,Jordan Davis Featuring Luke Bryan,57,30,20
2021-12-26,60,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,58,21,15
2021-12-26,61,You Should Probably Leave,Chris Stapleton,61,39,25
2021-12-26,62,Christmas Tree Farm (Old Timey Version),Taylor Swift,81,62,4
2021-12-26,63,Pick Out A Christmas Tree,Dan + Shay,79,63,4
2021-12-26,64,Whiskey And Rain,Michael Ray,65,61,12
2021-12-26,65,Girls Want Girls,Drake Featuring Lil Baby,60,2,16
2021-12-26,66,Sand In My Boots,Morgan Wallen,67,32,23
2021-12-26,67,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",62,17,11
2021-12-26,68,All Too Well (Taylor's Version),Taylor Swift,59,1,6
2021-12-26,69,Big Energy,Latto,71,69,9
2021-12-26,70,Enemy,Imagine Dragons X JID,68,68,5
2021-12-26,71,I'll Be Home For Christmas,Camila Cabello,83,71,3
2021-12-26,72,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,73,53,13
2021-12-26,73,One Mississippi,Kane Brown,77,59,13
2021-12-26,74,Burn,Juice WRLD,34,34,2
2021-12-26,75,Have Mercy,Chloe,70,28,15
2021-12-26,76,Woman,Doja Cat,78,62,21
2021-12-26,77,25 Million,Roddy Ricch,NEW,Roddy Ricch,-
2021-12-26,78,By Your Side,Rod Wave,69,58,4
2021-12-26,79,Christmas Isn't Canceled (Just You),Kelly Clarkson,NEW,Kelly Clarkson,-
2021-12-26,80,For Tonight,Giveon,91,80,12
2021-12-26,81,Life Goes On,Oliver Tree,"RE-
ENTRY",Oliver Tree,-
2021-12-26,82,'Til You Can't,Cody Johnson,88,65,11
2021-12-26,83,To Be Loved By You,Parker McCollum,85,83,4
2021-12-26,84,My Universe,Coldplay x BTS,74,1,13
2021-12-26,85,Moved To Miami,Roddy Ricch Featuring Lil Baby,NEW,Roddy Ricch Featuring Lil Baby,-
2021-12-26,86,Freedom Was A Highway,Jimmie Allen & Brad Paisley,95,76,11
2021-12-26,87,Wandered To LA.,Juice WRLD & Justin Bieber,55,49,3
2021-12-26,88,Already Dead,Juice WRLD,54,20,5
2021-12-26,89,Tequila Little Time,Jon Pardi,90,68,11
2021-12-26,90,Scorpio,Moneybagg Yo,94,87,5
2021-12-26,91,Hibachi,Roddy Ricch Featuring Kodak Black & 21 Savage,NEW,Roddy Ricch Featuring Kodak Black & 21 Savage,-
2021-12-26,92,Heart On Fire,Eric Church,99,89,5
2021-12-26,93,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,89,45,6
2021-12-26,94,Same Boat,Zac Brown Band,92,48,14
2021-12-26,95,Thailand,Roddy Ricch,NEW,Roddy Ricch,-
2021-12-26,96,Bubbly,Young Thug With Drake & Travis Scott,100,20,10
