date,rank,title,author,last_week,peak,total_week
2023-10-22,63,8am In Charlotte,Drake,17,17,2
2023-10-22,64,Rich Men North Of Richmond,Oliver Anthony Music,57,1,10
2023-10-22,65,No Me Quiero Casar,Bad Bunny,NEW,Bad Bunny,-
2023-10-22,66,What Would Pluto Do,Drake,18,18,2
2023-10-22,67,Meltdown,Travis Scott Featuring Drake,59,3,12
2023-10-22,68,Fear Of Heights,Drake,10,10,2
2023-10-22,69,Bongos,Cardi B & Megan Thee Stallion,69,14,6
2023-10-22,70,Vuelve Candy B,Bad Bunny,NEW,Bad Bunny,-
2023-10-22,71,Lady Gaga,"Peso Pluma, Gabito Ballesteros & Junior H",64,35,17
2023-10-22,72,Peaches & Eggplants,Young Nudy Featuring 21 Savage,65,33,20
2023-10-22,73,Great Gatsby,Rod Wave,68,30,5
2023-10-22,74,Lose Control,Teddy Swims,75,58,10
2023-10-22,75,Stick Season,Noah Kahan,74,74,3
2023-10-22,76,Wild Ones,Jessie Murph & Jelly Roll,49,49,2
2023-10-22,77,Strangers,Kenya Grace,71,56,5
2023-10-22,78,Baticano,Bad Bunny,NEW,Bad Bunny,-
2023-10-22,79,Get Him Back!,Olivia Rodrigo,67,11,6
2023-10-22,80,Thunder y Lightning,Bad Bunny & Eladio Carrion,NEW,Bad Bunny & Eladio Carrion,-
2023-10-22,81,7969 Santa,Drake,16,16,2
2023-10-22,82,Members Only,Drake Featuring PARTYNEXTDOOR,24,24,2
2023-10-22,83,Acho PR,"Bad Bunny, Arcangel, De La Ghetto & Nengo Flow",NEW,"Bad Bunny, Arcangel, De La Ghetto & Nengo Flow",-
2023-10-22,84,Bahamas Promises,Drake,20,20,2
2023-10-22,85,Drew A Picasso,Drake,27,27,2
2023-10-22,86,Tried Our Best,Drake,21,21,2
2023-10-22,87,Hey Driver,Zach Bryan Featuring The War And Treaty,72,14,8
2023-10-22,88,Amen,Drake Featuring Teezo Touchdown,15,15,2
2023-10-22,89,All The Parties,Drake Featuring Chief Keef,26,26,2
2023-10-22,90,500lbs,Lil Tecca,85,60,4
2023-10-22,91,LaLa,Myke Towers,73,43,15
2023-10-22,92,Worth It,Offset & Don Toliver,NEW,Offset & Don Toliver,-
2023-10-22,93,3D,Jung Kook & Jack Harlow,58,5,3
2023-10-22,94,SkeeYee,Sexyy Red,84,62,7
2023-10-22,95,Another Late Night,Drake Featuring Lil Yachty,29,29,2
2023-10-22,96,Everything I Love,Morgan Wallen,78,14,34
2023-10-22,97,On My Mama,Victoria Monet,89,76,5
2023-10-22,98,Turks & Caicos,Rod Wave Featuring 21 Savage,77,24,5
2023-10-22,99,Better Place,*NSYNC,82,25,3
2023-10-22,100,Truck Bed,HARDY,81,55,18
2023-10-29,1,Cruel Summer,Taylor Swift,1,1,25
2023-10-29,2,Paint The Town Red,Doja Cat,2,1,12
2023-10-29,3,Snooze,SZA,3,2,46
2023-10-29,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,9
2023-10-29,5,Fast Car,Luke Combs,7,2,31
2023-10-29,6,Last Night,Morgan Wallen,9,1,39
2023-10-29,7,Thinkin' Bout Me,Morgan Wallen,10,7,34
2023-10-29,8,IDGAF,Drake Featuring Yeat,4,2,3
2023-10-29,9,Monaco,Bad Bunny,5,5,2
2023-10-29,10,Fukumean,Gunna,11,4,19
2023-10-29,11,Vampire,Olivia Rodrigo,12,1,17
2023-10-29,12,Dance The Night,Dua Lipa,13,6,22
2023-10-29,13,First Person Shooter,Drake Featuring J. Cole,8,1,3
2023-10-29,14,Greedy,Tate McRae,17,14,6
2023-10-29,15,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,16,11,3
2023-10-29,16,Flowers,Miley Cyrus,18,1,41
2023-10-29,17,Need A Favor,Jelly Roll,23,14,30
2023-10-29,18,Used To Be Young,Miley Cyrus,26,8,9
2023-10-29,19,Barbie World,Nicki Minaj & Ice Spice With Aqua,19,7,18
2023-10-29,20,Anti-Hero,Taylor Swift,25,1,53
2023-10-29,21,Water,Tyla,46,21,4
2023-10-29,22,Virginia Beach,Drake,15,3,3
2023-10-29,23,Religiously,Bailey Zimmerman,29,13,25
